"STATISTIC","Statistic Label","C02567V03112","Interest Rate","TLIST(M1)","Month","UNIT","VALUE"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199312","1993M12","%","7.99"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199401","1994M01","%","7.49"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199402","1994M02","%","7.49"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199403","1994M03","%","7.49"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199404","1994M04","%","7.49"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199405","1994M05","%","7.19"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199406","1994M06","%","7"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199407","1994M07","%","7"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199408","1994M08","%","7"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199409","1994M09","%","7"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199410","1994M10","%","7"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199411","1994M11","%","7"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199412","1994M12","%","7"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199501","1995M01","%","7"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199502","1995M02","%","7"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199503","1995M03","%","8"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199504","1995M04","%","8"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199505","1995M05","%","8"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199506","1995M06","%","8"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199507","1995M07","%","8"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199508","1995M08","%","7.85"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199509","1995M09","%","7.5"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199510","1995M10","%","7.5"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199511","1995M11","%","7.5"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199512","1995M12","%","7.1"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199601","1996M01","%","7.04"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199602","1996M02","%","7.04"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199603","1996M03","%","7.04"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199604","1996M04","%","6.85"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199605","1996M05","%","6.65"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199606","1996M06","%","6.65"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199607","1996M07","%","6.65"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199608","1996M08","%","6.65"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199609","1996M09","%","6.75"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199610","1996M10","%","6.75"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199611","1996M11","%","6.75"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199612","1996M12","%","6.75"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199701","1997M01","%","6.9"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199702","1997M02","%","6.9"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199703","1997M03","%","6.9"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199704","1997M04","%","6.9"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199705","1997M05","%","7.25"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199706","1997M06","%","7.4"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199707","1997M07","%","7.4"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199708","1997M08","%","7.4"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199709","1997M09","%","7.4"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199710","1997M10","%","7.4"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199711","1997M11","%","7.4"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199712","1997M12","%","7.4"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199801","1998M01","%","7.4"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199802","1998M02","%","7.4"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199803","1998M03","%","7.4"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199804","1998M04","%","7.4"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199805","1998M05","%","7.4"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199806","1998M06","%","7.4"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199807","1998M07","%","7.4"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199808","1998M08","%","7.4"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199809","1998M09","%","7.4"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199810","1998M10","%","6.75"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199811","1998M11","%","6"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199812","1998M12","%","5.85"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199901","1999M01","%","5.6"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199902","1999M02","%","5.5"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199903","1999M03","%","5.5"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199904","1999M04","%","5.25"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199905","1999M05","%","5.2"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199906","1999M06","%","5.2"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199907","1999M07","%","5.2"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199908","1999M08","%","5.2"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199909","1999M09","%","3.98"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199910","1999M10","%","3.98"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199911","1999M11","%","4.25"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","199912","1999M12","%","4.25"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200001","2000M01","%","4.38"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200002","2000M02","%","4.5"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200003","2000M03","%","4.89"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200004","2000M04","%","4.88"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200005","2000M05","%","4.9"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200006","2000M06","%","5.63"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200007","2000M07","%","5.63"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200008","2000M08","%","5.63"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200009","2000M09","%","5.88"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200010","2000M10","%","6"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200011","2000M11","%","6.09"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200012","2000M12","%","6.09"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200101","2001M01","%","6.09"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200102","2001M02","%","6.09"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200103","2001M03","%","6.09"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200104","2001M04","%","6.09"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200105","2001M05","%","5.84"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200106","2001M06","%","5.84"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200107","2001M07","%","5.84"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200108","2001M08","%","5.84"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200109","2001M09","%","5.57"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200110","2001M10","%","5.37"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200111","2001M11","%","4.9"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200112","2001M12","%","4.69"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200201","2002M01","%","4.69"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200202","2002M02","%","4.69"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200203","2002M03","%","4.69"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200204","2002M04","%","4.69"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200205","2002M05","%","4.69"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200206","2002M06","%","4.7"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200207","2002M07","%","4.7"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200208","2002M08","%","4.7"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200209","2002M09","%","4.7"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200210","2002M10","%","4.7"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200211","2002M11","%","4.65"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200212","2002M12","%","4.28"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200301","2003M01","%","4.2"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200302","2003M02","%","4.2"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200303","2003M03","%","4.02"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200304","2003M04","%","3.98"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200305","2003M05","%","3.98"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200306","2003M06","%","3.55"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200307","2003M07","%","3.49"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200308","2003M08","%","3.49"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200309","2003M09","%","3.49"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200310","2003M10","%","3.49"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200311","2003M11","%","3.49"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200312","2003M12","%","3.49"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200401","2004M01","%","3.49"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200402","2004M02","%","3.49"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200403","2004M03","%","3.49"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200404","2004M04","%","3.47"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200405","2004M05","%","3.47"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200406","2004M06","%","3.47"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200407","2004M07","%","3.47"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200408","2004M08","%","3.47"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200409","2004M09","%","3.47"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200410","2004M10","%","3.47"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200411","2004M11","%","3.47"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200412","2004M12","%","3.47"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200501","2005M01","%","3.47"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200502","2005M02","%","3.47"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200503","2005M03","%","3.47"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200504","2005M04","%","3.47"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200505","2005M05","%","3.47"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200506","2005M06","%","3.47"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200507","2005M07","%","3.47"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200508","2005M08","%","3.47"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200509","2005M09","%","3.47"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200510","2005M10","%","3.47"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200511","2005M11","%","3.47"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200512","2005M12","%","3.65"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200601","2006M01","%","3.69"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200602","2006M02","%","3.69"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200603","2006M03","%","3.84"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200604","2006M04","%","3.93"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200605","2006M05","%","3.93"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200606","2006M06","%","4.18"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200607","2006M07","%","4.18"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200608","2006M08","%","4.42"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200609","2006M09","%","4.42"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200610","2006M10","%","4.66"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200611","2006M11","%","4.66"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200612","2006M12","%","4.86"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200701","2007M01","%","4.9"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200702","2007M02","%","4.9"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200703","2007M03","%","5.15"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200704","2007M04","%","5.15"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200705","2007M05","%","5.15"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200706","2007M06","%","5.34"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200707","2007M07","%","5.39"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200708","2007M08","%","5.39"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200709","2007M09","%","5.39"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200710","2007M10","%","5.39"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200711","2007M11","%","5.39"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200712","2007M12","%","5.39"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200801","2008M01","%","5.44"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200802","2008M02","%","5.46"
"FIM09","Financial Interest Rates (Historical Series)","04","Representative Building Societies mortgage rate","200803","2008M03","%","5.46"
